Priority,Short Description,Subdirectory,Report ID
P1,topcrash (not at shutdown) [@ PL_DHashTableRawRemove] called from nsGenericElement::~nsGenericElement,Core,334177
P1,[FIX]nsXBLService::LoadBindings causes reentry into frame construction,Core,334430
P2,[FIX]Remove layout.reflow.async.duringDocLoad pref,Core,334543
P1,balsa orange due to atom table shutdown code,Core,334605
P3,caret turd in textarea when zooming,Core,334649
P1,"HTTP assert while starting up: ""If we have a txn pump, request must be it""",Core,334516
P1,Use -z defs when linking on linux,Core,333640
P1,arguments object affected by assignment to Object,Core,334807
P3,XSLT document() function doesn't follow HTTP 301 / 302 responses,Core,334179
P3,[FIX]Assertion after EnableGlobalHistory,Core,334846
P2,"[FIX]Using image tags with a non image file, and selected view image, file will still load up, allowing access to system resources",Core,334341
P3,"""View HTML Source"" in Midas demo no longer works",Core,332238
P3,"[FIX]DOM lists need to return null on out of bounds, not throw",Core,334884
P1,[FIX]data: loads should default to the null principal if no owner is set,Core,334407
P1,Find why old XXXMLM assert in JS_InitClass fails,Core,334834
P1,elements with xsi:type are not validated on form load,Core,332803
P2,CRASH using repeat + ul/li,Core,330022
P1,[FIX]Firefox printing content of <noscript> tag,Core,334944
P1,[FIX]File Upload Box Still can have arbitrary file specified by changing type attribute several times with javascript,Core,334977
P2,Deleting the characters with the delete key confuses the caret,Core,334608
P1,[FIX]URI fixup should not assume all NS_NewURI failures mean malformed URIs,Core,335193
P1,[FIX]DOMParser gets wrong principal if no JS on stack (reload all live bookmarks produces security error in console),Core,332840
P2,Fix the relationship between nsHTMLEditor::InsertHTMLWithContext and nsHTMLEditor::CreateDOMFragmentFromPaste,Core,333063
P1,Implement Pythonic generators and iteration protocol support for JS1.7,Core,326466
P1,"[FIX]Relative, remote images which have a Content-Base fail to display.",Core,335333
P1,[FIX]nsTextFrame::HasTerminalNewline isn't out-of-bounds safe,Core,335320
P1,Simplify jsconfig.h,Core,325951
P2,More nsHTMLEditor::CreateDOMFromPaste cleanup,Core,335609
P2,Crash due to too much recursion in RuleProcessorData::~RuleProcessorData (too many direct adjacent combinators),Core,323504
P2,nsRuleNode should not have a virtual destructor,Core,335630
P2,FindChildWithRules should use an MRU cache,Core,335733
P1,Crash while calling HTMLElement.prototype.toString(),Core,335731
P2,nsRuleNode::Transition doesn't handle OOM for hash table addition,Core,335729
P1,Firefox 1.5.0.2 doesn't work with some online banking systems,Core,334142
P1,[FIX]UUID generator is nonrandom on x86-64,Core,335549
P1,[FIX]ASSERTION: nsUUIDGenerator not thread-safe: '_mOwningThread.GetThread(),Core,334983
P3,Caret turd when setting designMode on about:blank page,Core,335834
P1,[FIX]Yahoo Mail Beta crashes 1.8.1 branch/linux with a null principal [@ nsScriptSecurityManager::CheckSameOriginPrincipalInternal],Core,335849
P4,Clean up/remove extensions/xmlextras/base,Core,336244
P1,Implement nsINetworkLinkService for Mac OSX,Core,336285
P2,[FIX]nsPrincipal::GetOrigin should dig into nested URIs,Core,336303
P1,Dynamic this binding is biting PAC,Core,336313
P1,JS1.7 tracking bug,Core,336373
P1,[FIX]Crash [@ nsScriptSecurityManager::SecurityCompareURIs] with Adblock Plus on haaretz.co.il,Core,336432
P2,Attributes to var arguments = window.arguments[0]; give void an evaluation [Can't create new sub folder],Core,336100
P1,probably an integer overflow in js_obj_toSource,Core,336409
P2,Caret turds when pressing repeatedly backspace in this testcase,Core,336637
P1,Fix for Bug 319263 can be bypassed by calling valueOf() via a local variable,Core,336601
P1,Investigate crazy OBJ_CHECK_ACCESS primitive return value,Core,336560
P2,"[FIX]Crash [@ nsSubDocumentFrame::Reflow] with evil testcase, using ::before, ::after and display: table-row a lot",Core,336718
P1,land leak fixes making wrapped JS closures work with nsIDOMGCParticipant on 1.8 branch,Core,336791
P1,js1_5/String/regress-157334-01.js: result: CRASHED type: browser,Core,336804
P2,threadsafety problems in fix for bug 334605,Core,335734
P2,mAdoptFreeCount not maintained correctly,Core,336914
P1,Crashes in IM_get_owning_window,Core,337036
P1,Support destructuring assignment in JS1.7,Core,336379
P1,Security error when loading a data url in a new tab,Core,336969
P2,wacky parsing of comments in URLs,Core,337287
P1,[FIX]ctrl-y/redo shortcut crashes firefox in find bar/fayt [@ nsContentUtils::ContentIsDescendantOf],Core,322636
P1,xul <key> handling doesn't fire a command event,Core,331290
P1,add a way to get the source of a command event,Core,336696
P1,Key navigation (and all shortcuts) broken on webpages,Core,336740
P1,[FIX]XMLHttpRequest progress events broken,Core,337374
P3,Crash (JS_Assert) in js1_5/Regress/regress-68498-004.js,Core,337378
P1,[FIX]Null principals shouldn't NS_NewURI their URIs,Core,337513
P3,Txul regression resulting from threadmanager branch landing,Core,337516
P2,Make cached prototypes work with splitwindows,Core,337528
P1,[FIX]Sort out XPCNativeWrapper behavior for calls from C++ to JS,Core,337095
P1,"[FIX]Move ""safe about"" hardcoding out of security manager",Core,337746
P1,[FIX]img in data URL stops working on reload,Core,337260
P2,[FIX]Keyword search pages containing relative urls appear broken,Core,337339
P2,Make trunk spellchecker popup events safer,Core,335291
P1,xpcom proxies may release proxied object on random threads,Core,337492
P1,"nye bloat tbox sometimes reports ""RLk:-2147483048.00000B""",Core,337893
P1,Spellchecker errors on in content iterator,Core,331368
P1,"the text/lines disappears, related to inline spellchecking.",Core,336679
P1,"With Adblock Plus 0.7 installed, images disappear upon reloading any page",Core,336875
P1,Deal with nested native event loops spawned from native events,Core,338225
P1,Making trigger minimal makes submit fail (weird^3),Core,337688
P1,Revert the nsISidebar changes made in bug 334471,Core,338070
P1,"select1, hooking up a send to ev:xforms-select only works the first time",Core,337139
P1,Cannot submit with replace=instance more than one time,Core,338451
P2,xpinstall manager happily tries to install 404 pages,Core,338611
P1,XSS with XPCNativeWrapper(window).Function(...),Core,338523
P2,All ReadOnly properties can be overwritten by using Object and try..throw..catch,Core,338709
P4,"Action of setTimeout(""..."",Infinity) is inconsistent  between MS Win(timeout not fire) and Linux(timeout fires as if Infinity==0)",Core,337951
P1,Make spellchecker use thicker wavy underlines instead of dotted underlines.,Core,338209
P1,Spell check de-underlines a word when you backspace to another misspelled one.,Core,339077
P2,for (i in arguments) causes type error (JS_1_7_ALPHA_BRANCH),Core,338307
P2,Validate instance documents on xforms-rebuild,Core,338823
P1,neutral characters rendering problem (refactoring of gfxPangoTextRun),Core,339513
P1,[@ nsNSSSocketInfo::GetSSLStatus],Core,336094
P2,Dynamically loaded scripts don't degrade security state,Core,329869
P1,nsCryptoRunnable::Run() may operate on dead JSContext,Core,337462
P2,No error dialog is presented if an SSL rehandshake fails,Core,331977
P1,Dialogs for pkcs11.addmodule and pkcs11.deletemodule are too jargony,Core,326628
P1,"""<site> has received an incorrect or unexpected message. Error Code: -12229"" when visiting site with SSL2 disabled",Core,335859
P3,"The ""Remove Master Password"" button does nothing in FIPS mode",Core,336630
P1,"Accessing online bank, get error code: -8048",Core,337658
P1,"New iterator code causes ""illegal operation on WrappedNative prototype object""",Core,339169
P1,"Assertion failure: !OBJ_GET_PARENT(cx, obj), at jscntxt.c:882 when running installer",Core,336695
P1,[FIX]Crash with iExploder test 281619 [@ nsSubDocumentFrame::Reflow],Core,339249
P1,[FIX]Changing print preview settings makes <noscript> tags appear,Core,340119
P2,nsFastLoadFileReader::ComputeChecksum is ~10% of cold-startup time,Core,340148
P2,cannot backup certificates in Firefox 1.5.0.1,Core,328030
P2,needsSecurityCheck() incorrect for top-level scripts,Core,339918
P1,Phantom sheet and crash [@ DispatchEventToHandlers] with two alerts and a timer,Core,339683
P1,Jigzone Java puzzles hang trunk,Core,339120
P3,Any subsequent opened browser window shows up briefly completely white,Core,337711
P3,Clicking on a button doesn't always give a pressed look anymore,Core,337993
P1,Large spellchecked text fields are slower than a nauseous sloth,Core,340326
P1,balsa is orange since bug 326466 due to dropped pending exceptions,Core,340340
P1,"[FIX]Plugins (RealPlayer, Flash, Quicktime) broken on trunk (no plugin content displayed)",Core,339327
P2,7% Tdhtml regression on June 5,Core,340537
P2,PAC privilege escalation using Function.prototype.call,Core,337389
P1,Crash [@ IsContextOnStack],Core,340602
P1,Double click on ftp link hangs Firefox,Core,340224
P1,Upgrade NSS on Mozilla 1.8 branch for 1.8.1 final,Core,340724
P2,Arbitrary code execution by setting fun.__parent__ to a privileged object,Core,340727
P1,"Implement Web Applications 1.0 ""registerContentHandler""",Core,340179
P1,Hang on shutdown dealing with close hooks,Core,340889
P1,lock reentrancy through nsCacheEntryDescriptor::Close (deadlock),Core,332730
P1,probably an integer overflow in array_toSource,Core,336410
P1,[FIX]Crash [@ nsXULDocument::ResumeWalk] during restart (due to last build being different),Core,340796
P1,Reload doesn't work,Core,341356
P3,nsGTKRemoteService leaks,Core,336920
P1,Spell checker marks half-typed word as wrong if you correct another misspelled word,Core,339478
P3,"E4X regression: <tag {expression}=""constant"" attr2=""constant""/> now raises error",Core,340024
P4,ASSERTION: Tag mismatch.  Closing tag on wrong context or something?: 'nodeType == aTag',Core,341320
P2,Allow XPConnect global objects to be marked as JS global objects,Core,339041
P1,nsJSContext::BindCompiledEventHandler doesn't root target,Core,341640
P1,Firefox crashes [@ nsQueryInterfaceWithError::operator()] or allows loading custom code into chrome windows on replacing a frameset containing a frame that had delayed server response,Core,338288
P1,[FIX]Clicking link in Gmail launches extra blank tab,Core,342108
P1,Provide a way for a web page to enable/disable spell checking on a given field,Core,339127
P2,[FIX]CanExecuteScripts hard codes about:neterror as the only page that can execute script when scripts are disabled,Core,341313
P3,"###!!! ASSERTION: nsHTMLDocument::Close(): nsIWyciwygChannel could not be removed!: '!mWyciwygChannel', file c:/mozilla.org/xpathgen/mozilla/content/html/document/src/nsHTMLDocument.cpp, line 2257",Core,342191
P1,[FIX]XBL method trying to use event parameter gets exception,Core,342235
P2,overriding ReferenceError doesn't stick,Core,342359
P3,[FIX]Security check in InstallTriggerCheckLoadURIFromScript is odd,Core,342489
P3,"New ATK: Expose <br>'s as \n character, combining before & after blocks of text together",Core,340667
P3,[FIX]Tab is blanked when clicking an anchor link identical to the current url,Core,342504
P1,"Mozilla Firefox Javascript navigator Object Vulnerability (ZDI-CAN-055, CVE-2006-3677)",Core,342267
P3,Smooth scrolling on Google Cache pages with Smoothwheel broken,Core,342520
P3,crash when i close window at that link [@ nsDiskCacheDevice::BindEntry],Core,327804
P1,Suppress Input events for web content during synchronous XMLHttpRequest loads,Core,333198
P1,"Crash [@ SinkContext::FlushTags] with malformed html, with javascript disabled, using noscript, table, frameset, meta",Core,341359
P4,Very little bug in MatchesBaseURI,Core,326528
P1,Crash [@ nsTextInputListener::EditAction] when spell checking a word in a text control that got removed,Core,342748
P1,Crash when passing a number as the first arg to setTimeout,Core,342448
P1,Spell checker marks word as partially wrong,Core,339066
P1,memory leak when gmail up - javascript induced?,Core,341430
P2,arguments in window even when arguments not passed to openDialog,Core,342813
P3,[FIX]Line breaks lost in text document's body.innerHTML,Core,340800
P3,XMLHttpRequest does a GET after having been redirected from a HEAD,Core,343028
