Priority,Short Description
P5,The group's name section does not utilize the entire horizontal area that is accessible.
P5,The group name field does not utilize the entire horizontal area that is accessible.
P5,The field for the group name does not utilize all of the horizontal space that is accessible.
P5,The group name field does not utilize the entire horizontal space that is available.
P5,The designated area for the group's name does not fully utilize the width provided.
P5,The field for the group's name does not utilize all of the horizontal space that is available.
P5,The group name field does not utilize all of the horizontal space that is available.
P5,The field for the group name does not utilize all the available horizontal space.
P5,The field for the group name does not utilize the entire horizontal space that is available.
P5,The group name field does not utilize the entire width of the available space.
P5,The field for the group name does not fully utilize the horizontal space that is available.
P5,The group name field does not utilize the entire horizontal space that is available.
P5,The group name field is not utilizing all of the available horizontal space.
P5,The group name field does not utilize the entire available horizontal space.
P5,The group name field is not utilizing the entire horizontal space that is available.
P5,The field for the group name does not utilize the entire horizontal space that is available.
P5,The horizontal space available is not fully utilized by the group name field.
P5,The group name field does not utilize all of the available horizontal space.
P5,The icon becomes misaligned when the stacked group is resized.
P5,The favicon becomes dislocated while adjusting the size of a stacked group.
P5,Favicon becomes out of place when resizing a grouped stack.
P5,The placement of the favicon is incorrect when the stacked group is resized.
P5,The favicon becomes displaced while adjusting the size of a stacked group.
P5,"When a stacked group is resized, the favicon becomes incorrectly positioned."
P5,The icon associated with a website is positioned incorrectly when a stacked collection is made smaller.
P5,The positioning of the favicon becomes incorrect if the stacked group is resized.
P5,The icon is out of place when altering the size of a group that is stacked.
P5,The placement of the favicon is incorrect when adjusting the size of a stacked group.
P5,"When a stacked group is resized, the favicon becomes dislocated."
P5,The positioning of the favicon becomes incorrect upon resizing a stacked group.
P5,The position of the favicon becomes incorrect when the stacked group is resized.
P5,"When the stacked group is resized, the favicon is not positioned correctly."
P5,"When a stacked group is resized, the location of the favicon is not correct."
P5,The positioning of the favicon is incorrect when the stacked group is resized.
P5,The favicon becomes dislocated when the stacked group is resized.
P5,The placement of a favicon becomes incorrect upon resizing a stacked group.
P5,"When altering the size of a stacked group, the favicon can become positioned incorrectly."
P5,The placement of the favicon is incorrect when a stacked group is resized.
P4,"A Tab Group displays an extra or ""ghost"" tab."
P4,"A ""phantom tab"" materializes within a Tab Cluster."
P4,"Within a Tab Group, there is a presence of a ""ghost tab""."
P4,"A Tab Group displays a ""ghost tab."""
P4,"A Tab Group showcases a ""ghost tab"" within its framework."
P4,"A ""phantom tab"" materializes within a grouping of tabs."
P4,Tab groups will move to the top of the window after closing the panorama feature.
P4,"When panorama is deactivated, the tab groups will move to the top of the window."
P4,Tab collections moving to the top of the window after closing panorama
P4,"When panorama is closed, the tab groups will move to the top of the window."
P4,"When the panorama is closed, the tab groups will move to the top of the window."
P4,"The tab groups will move upwards, towards the top of the window, when panorama is closed."
P3,The undo close group button is unresponsive to clicking.
P3,Some elements of the button for undoing the closure of a group are unresponsive to clicking.
P4,"The test case browser_tabview_bug626791.js | drag-to-create-group: the panorama button is supposed to be in the toolbar. However, an unexpected value of -1 was received."
P4,"The test titled 'Intermittent browser_tabview_bug626791.js' is about dragging to create a group and it states that the panorama button should be present in the toolbar. However, the unexpected result of -1 was obtained."
